FID,FID_Divisi,Division,MaintCntyC,LocCntyCod,RouteClass,RouteNumbe,RouteQuali,RouteInven,Direction,TravelDire,RouteMaint,RouteName,StreetName,SrcDocType,SrcDocID,GeoDocType,GeoDocID,RouteID,MPLength,LaneMiles,BeginMp1,EndMp1,BeginFeatu,EndFeature,RouteID2,BeginMp2,EndMp2,RouteID3,BeginMp3,EndMp3,RouteID4,BeginMp4,EndMp4,RouteID5,BeginMp5,EndMp5,RouteID6,BeginMp6,EndMp6,AADT,AadtDate,AADTTruck,AadttMulti,AadttSingl,AccessCont,AddDate,AddDocID,AddDocType,BarePvmtRo,BaseDetail,BaseThickn,DesignSpd,FcltyType,FuncClass,FuncClassD,HOVLnCount,HOVType,ImprvDate,ImprvDocID,ImprvDocTy,ImprvType,LaneWidth,LftPvdShld,LftShldrTy,LftShldrWi,LftTrnLnTy,LftTrnLnWi,MaintOps,MedianType,MedianWidt,NHS,NHSDate,OwnerName,OwnerType,PeakLanes,PostedRout,ROW,RtPvdShldr,RtShldrTyp,RtShldrWid,RtTrnLnTyp,RtTrnLnWid,SampleID,SpeedLimit,MilitaryBa,STRAHNETDa,STRAHNETTy,SrfcDetail,SrfcThickn,SrfcType,SrfcWidth,TerrainTyp,ThruLaneCo,TollCharge,TollID,TollType,MunPopGrou,TownCode,TownName,TrkRoute,TrkRouteDa,UrbanType,UrbanID,UrbanPop,Shape_Leng,FID_NC_M1_,Id,gridcode,Shape_Le_1,Shape_Area
435,17817,2,007,007,5,99858,0,0,BD,Both,Non-System,NS-99858,Beach Rd N, , , , ,50099858007,0.065263000000000,0.065263000000000,0.000000000000000,0.065263000000000,50098677007,50099484007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,0, , ,0,, ,0,0,344.584133558000019,34754,34754,5,131.927948065000010,0.293170641149000
436,17842,1,094,094,5,99854,0,0,BD,Both,Non-System,NS-99854,Newberry Landing, , , , ,50099854094,0.357680000000000,0.357680000000000,0.000000000000000,0.357680000000000,40001344094,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,0, , ,0,, ,0,0,1888.503822079999964,34754,34754,5,131.927948065000010,0.293170641149000
437,17865,1,094,094,5,99868,0,0,BD,Both,Non-System,NS-99868,Mallard Dr, , , , ,50099868094,0.707425000000000,0.707425000000000,0.000000000000000,0.707425000000000,40001321094,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,0, , ,0,, ,0,0,3734.437312179999935,34754,34754,5,131.927948065000010,0.293170641149000
438,17870,1,089,089,5,99864,0,0,BD,Both,Non-System,NS-99864,Etheridge Rd, , ,A,2020,50099864089,0.086906000000000,0.086906000000000,0.000000000000000,0.086906000000000,DEAD-END,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,458.815991198000006,34754,34754,5,131.927948065000010,0.293170641149000
439,17880,1,046,046,5,99866,0,0,BD,Both,Non-System,NS-99866,Duck View Lane, , , , ,50099866046,0.052515000000000,0.105030000000000,0.000000000000000,0.052515000000000,50099532046,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,2, ,0, ,0, , ,0,, ,0,0,277.275695620000022,34754,34754,5,131.927948065000010,0.293170641149000
440,17890,1,094,094,5,99890,0,0,BD,Both,Non-System,NS-99890,E Johnson Ln, , , , ,50099890094,0.072436000000000,0.072436000000000,0.000000000000000,0.072436000000000,50099669094,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,3,0132,Plymouth,0,, ,0,0,382.456738260999998,34754,34754,5,131.927948065000010,0.293170641149000
441,17900,1,089,089,5,99894,0,0,BD,Both,Non-System,NS-99894,N Virginia Ave, , , , ,50099894089,0.056218000000000,0.112436000000000,0.000000000000000,0.056218000000000,50099904089,50099899089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,296.826064316999975,34754,34754,5,131.927948065000010,0.293170641149000
442,17901,1,089,089,5,99886,0,0,BD,Both,Non-System,NS-99886,Second Hicks St, , , , ,50099886089,0.030406000000000,0.060812000000000,0.000000000000000,0.030406000000000,DEAD-END,50099891089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,160.538454438000002,34754,34754,5,131.927948065000010,0.293170641149000
443,17921,1,089,089,5,99885,0,0,BD,Both,Non-System,NS-99885,Spear St, , , , ,50099885089,0.046318000000000,0.046318000000000,0.000000000000000,0.046318000000000,50099906089,50099884089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,0, , ,0,, ,0,0,244.554665846000006,34754,34754,5,131.927948065000010,0.293170641149000
444,17934,1,089,089,5,99890,0,0,BD,Both,Non-System,NS-99890,S Kohloss St, , , , ,50099890089,0.081989000000000,0.163978000000000,0.000000000000000,0.081989000000000,29000064089,20000064089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,432.885713242999998,34754,34754,5,131.927948065000010,0.293170641149000
445,17978,1,089,089,5,99867,0,0,BD,Both,Non-System,NS-99867,Danas Way, , ,A,2016,50099867089,0.007118000000000,0.007118000000000,0.000000000000000,0.007118000000000,40001209089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,37.582602267299997,34754,34754,5,131.927948065000010,0.293170641149000
446,18028,1,048,048,5,99894,0,0,BD,Both,Non-System,NS-99894,River Ln, , , , ,50099894048,0.235018000000000,0.235018000000000,0.000000000000000,0.235018000000000,40001344048,40001344048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,99,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,1240.818845150000016,34754,34754,5,131.927948065000010,0.293170641149000
447,18050,1,089,089,5,99892,0,0,BD,Both,Non-System,NS-99892,Railroad St, , , , ,50099892089,0.131753000000000,0.131753000000000,0.000000000000000,0.131753000000000,50099889089,50099890089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,1,0107,Columbia,0,, ,0,0,695.646976194999979,34754,34754,5,131.927948065000010,0.293170641149000
448,18054,1,094,094,5,99885,0,0,BD,Both,Non-System,NS-99885,Kirk Ave, , , , ,50099885094,0.095026000000000,0.095026000000000,0.000000000000000,0.095026000000000,50099664094,50099647094, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,3,0132,Plymouth,0,, ,0,0,501.682673904000012,34754,34754,5,131.927948065000010,0.293170641149000
449,18086,1,048,048,5,99898,0,0,BD,Both,Non-System,NS-99898,Russell Rd, , , , ,50099898048,0.409229000000000,0.409229000000000,0.000000000000000,0.409229000000000,20000264048,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,0, , ,0,, ,0,0,2160.728946520000136,34754,34754,5,131.927948065000010,0.293170641149000
450,18093,1,048,048,5,99905,0,0,BD,Both,Non-System,NS-99905,Dog Rd, , , , ,50099905048,0.989326000000000,0.989326000000000,0.000000000000000,0.989326000000000,40001339048,40001338048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0,Miscellaneous,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,5223.633250140000200,34754,34754,5,131.927948065000010,0.293170641149000
451,18111,1,089,089,5,99897,0,0,BD,Both,Non-System,NS-99897,N Columbia Ave, , , , ,50099897089,0.056667000000000,0.113334000000000,0.000000000000000,0.056667000000000,50099904089,50099899089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,299.187557464000008,34754,34754,5,131.927948065000010,0.293170641149000
452,18128,1,089,089,5,99902,0,0,BD,Both,Non-System,NS-99902,Green St, , , , ,50099902089,0.048145000000000,0.096290000000000,0.000000000000000,0.048145000000000,50099897089,50099951089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,254.201568570000006,34754,34754,5,131.927948065000010,0.293170641149000
453,18148,2,007,007,5,99869,0,0,BD,Both,Non-System,NS-99869,Bailey Pointe Dr, , , , ,50099869007,0.590819000000000,0.590819000000000,0.000000000000000,0.590819000000000,40001725007,50099117007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,3119.419808480000029,34754,34754,5,131.927948065000010,0.293170641149000
454,18232,1,094,094,5,99881,0,0,BD,Both,Non-System,NS-99881,Learys Beach, , , , ,50099881094,1.283988000000000,1.283988000000000,0.000000000000000,1.283988000000000,40001316094,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,0, , ,0,, ,0,0,6779.252640439999595,34754,34754,5,131.927948065000010,0.293170641149000
455,18282,2,007,007,5,99878,0,0,BD,Both,Non-System,NS-99878,Allen St, , , , ,50099878007,0.084126000000000,0.168252000000000,0.000000000000000,0.084126000000000,50098923007,29000264007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,2,0210,Belhaven,0,, ,0,0,444.177743055000008,34754,34754,5,131.927948065000010,0.293170641149000
456,18312,1,008,008,5,99877,0,0,BD,Both,Non-System,NS-99877,Printers Ln, , , , ,50099877008,0.040759000000000,0.040759000000000,0.000000000000000,0.040759000000000,50099581008,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,0, , ,0,, ,0,0,215.199494025999996,34754,34754,5,131.927948065000010,0.293170641149000
457,18354,1,048,048,5,99904,0,0,BD,Both,Non-System,NS-99904,Mainstem Rd, , , , ,50099904048,0.412649000000000,0.412649000000000,0.000000000000000,0.412649000000000,40001339048,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0,Miscellaneous,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,2178.785676189999776,18129,18129,5,0.000269494585154,0.000000002905093
460,18355,2,007,007,5,99899,0,0,BD,Both,Non-System,NS-99899,Pungo Trails, , , , ,50099899007,0.110833000000000,0.221666000000000,0.000000000000000,0.110833000000000,50098381007,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,585.195116620000022,34754,34754,5,131.927948065000010,0.293170641149000
461,18370,1,089,089,5,99900,0,0,BD,Both,Non-System,NS-99900,Howard St, , , , ,50099900089,0.033296000000000,0.066592000000000,0.000000000000000,0.033296000000000,50099896089,50099898089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,175.803699367000007,34754,34754,5,131.927948065000010,0.293170641149000
462,18384,2,007,007,5,99906,0,0,BD,Both,Non-System,NS-99906,Ashton Dr, , , , ,50099906007,0.811322000000000,1.622644000000000,0.000000000000000,0.811322000000000,50098973007,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,2, ,0, ,0, , ,0,, ,0,0,4283.570125360000020,34754,34754,5,131.927948065000010,0.293170641149000
463,18395,1,094,094,5,99899,0,0,BD,Both,Non-System,NS-99899,Hummingbird Ln, , , , ,50099899094,0.251351000000000,0.502702000000000,0.000000000000000,0.251351000000000,40001149094,40001154094, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,2, ,0, ,0, , ,0,, ,0,0,1327.092410740000105,34754,34754,5,131.927948065000010,0.293170641149000
464,18398,1,089,089,5,99904,0,0,BD,Both,Non-System,NS-99904,Bridge St, , , , ,50099904089,0.058435000000000,0.116870000000000,0.000000000000000,0.058435000000000,50099893089,50099896089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,308.535462655000003,34754,34754,5,131.927948065000010,0.293170641149000
465,18417,1,089,089,5,99896,0,0,BD,Both,Non-System,NS-99896,N Elm St, , , , ,50099896089,0.056576000000000,0.056576000000000,0.000000000000000,0.056576000000000,40001246089,50099904089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,1,0107,Columbia,0,, ,0,0,298.721738940000023,34754,34754,5,131.927948065000010,0.293170641149000
466,18424,1,089,089,5,99901,0,0,BD,Both,Non-System,NS-99901,Hicks St, , , , ,50099901089,0.040685000000000,0.081370000000000,0.000000000000000,0.040685000000000,DEAD-END,50099891089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,214.815946580000002,34754,34754,5,131.927948065000010,0.293170641149000
467,18425,1,048,048,5,99903,0,0,BD,Both,Non-System,NS-99903,Shady Acres Trailer Park, , , , ,50099903048,0.174521000000000,0.174521000000000,0.000000000000000,0.174521000000000,40001345048,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,99,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,921.458062661999975,34754,34754,5,131.927948065000010,0.293170641149000
468,18433,1,094,094,5,99912,0,0,BD,Both,Non-System,NS-99912,Golden Ln, , , , ,50099912094,0.253471000000000,0.253471000000000,0.000000000000000,0.253471000000000,50099715094,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,0, , ,0,, ,0,0,1338.280017190000081,34754,34754,5,131.927948065000010,0.293170641149000
469,18442,1,089,089,5,99909,0,0,BD,Both,Non-System,NS-99909,Scotia Rd, , , , ,50099909089,0.036736000000000,0.036736000000000,0.000000000000000,0.036736000000000,40001306089,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0,Miscellaneous,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,193.956651276000002,34754,34754,5,131.927948065000010,0.293170641149000
470,18455,2,007,007,5,99916,0,0,BD,Both,Non-System,NS-99916,Bethel Ave, , , , ,50099916007,0.107700000000000,0.107700000000000,0.000000000000000,0.107700000000000,40001351007,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,99,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,,Urban Cluster,92404,3,568.650958587999980,34754,34754,5,131.927948065000010,0.293170641149000
471,18468,1,089,089,5,99914,0,0,BD,Both,Non-System,NS-99914,Pritchett Lndg, , , , ,50099914089,0.045573000000000,0.045573000000000,0.000000000000000,0.045573000000000,40001229089,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,0, , ,0,, ,0,0,240.575291448000002,34754,34754,5,131.927948065000010,0.293170641149000
472,18478,1,089,089,5,99908,0,0,BD,Both,Non-System,NS-99908,Deweys Pier Rd, , , , ,50099908089,0.008789000000000,0.008789000000000,0.000000000000000,0.008789000000000,40001218089,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,46.397510601100002,34754,34754,5,131.927948065000010,0.293170641149000
473,18513,1,089,089,5,99910,0,0,BD,Both,Non-System,NS-99910,Rhodes Dr, , , , ,50099910089,0.062959000000000,0.125918000000000,0.000000000000000,0.062959000000000,40001245089,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,2, ,0, ,0, , ,0,, ,0,0,332.344790206000027,34754,34754,5,131.927948065000010,0.293170641149000
