FID,FID_Divisi,Division,MaintCntyC,LocCntyCod,RouteClass,RouteNumbe,RouteQuali,RouteInven,Direction,TravelDire,RouteMaint,RouteName,StreetName,SrcDocType,SrcDocID,GeoDocType,GeoDocID,RouteID,MPLength,LaneMiles,BeginMp1,EndMp1,BeginFeatu,EndFeature,RouteID2,BeginMp2,EndMp2,RouteID3,BeginMp3,EndMp3,RouteID4,BeginMp4,EndMp4,RouteID5,BeginMp5,EndMp5,RouteID6,BeginMp6,EndMp6,AADT,AadtDate,AADTTruck,AadttMulti,AadttSingl,AccessCont,AddDate,AddDocID,AddDocType,BarePvmtRo,BaseDetail,BaseThickn,DesignSpd,FcltyType,FuncClass,FuncClassD,HOVLnCount,HOVType,ImprvDate,ImprvDocID,ImprvDocTy,ImprvType,LaneWidth,LftPvdShld,LftShldrTy,LftShldrWi,LftTrnLnTy,LftTrnLnWi,MaintOps,MedianType,MedianWidt,NHS,NHSDate,OwnerName,OwnerType,PeakLanes,PostedRout,ROW,RtPvdShldr,RtShldrTyp,RtShldrWid,RtTrnLnTyp,RtTrnLnWid,SampleID,SpeedLimit,MilitaryBa,STRAHNETDa,STRAHNETTy,SrfcDetail,SrfcThickn,SrfcType,SrfcWidth,TerrainTyp,ThruLaneCo,TollCharge,TollID,TollType,MunPopGrou,TownCode,TownName,TrkRoute,TrkRouteDa,UrbanType,UrbanID,UrbanPop,Shape_Leng,FID_NC_N_s,Id,gridcode,Shape_Le_1,Shape_Area
499,9588,1,027,027,5,99390,0,0,BD,Both,Non-System,NS-99390,Myrtlewood Ct, , , , ,50099390027,0.063827000000000,0.063827000000000,0.000000000000000,0.063827000000000,50099082027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,337.003469971000015,46385,46385,9,131.805004634999989,0.262559669123000
500,9589,1,070,070,5,99399,0,0,BD,Both,Non-System,NS-99399,Horner St, , , , ,50099399070,0.084289000000000,0.084289000000000,0.000000000000000,0.084289000000000,50099078070,50099449070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,445.044883101999972,46385,46385,9,131.805004634999989,0.262559669123000
501,9603,1,027,027,5,99396,0,0,BD,Both,Non-System,NS-99396,W Grackle Ct, , , , ,50099396027,0.028326000000000,0.028326000000000,0.000000000000000,0.028326000000000,50099515027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,149.557817257000011,46385,46385,9,131.805004634999989,0.262559669123000
502,9631,1,027,027,5,99365,0,0,BD,Both,Non-System,NS-99365,Will Poyner Ln, , , , ,50099365027,0.377221000000000,0.754442000000000,0.000000000000000,0.377221000000000,20000158027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,2, ,0, ,0, , ,0,, ,0,0,1991.678516559999935,46385,46385,9,131.805004634999989,0.262559669123000
503,9674,1,070,070,5,99365,0,0,BD,Both,Non-System,NS-99365,Maryland Ave, , , , ,50099365070,0.017644000000000,0.017644000000000,0.000000000000000,0.017644000000000,DEAD-END,50099421070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,93.156948638700001,46385,46385,9,131.805004634999989,0.262559669123000
504,9698,1,070,070,5,99396,0,0,BD,Both,Non-System,NS-99396,Hyman Cir, , , , ,50099396070,0.133224000000000,0.133224000000000,0.000000000000000,0.133224000000000,50099075070,50099075070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,703.421622143000036,46385,46385,9,131.805004634999989,0.262559669123000
505,9705,1,070,070,5,99392,0,0,BD,Both,Non-System,NS-99392,Jefferson St, , , , ,50099392070,0.062041000000000,0.062041000000000,0.000000000000000,0.062041000000000,50099498070,50099381070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,327.574531120000017,46385,46385,9,131.805004634999989,0.262559669123000
506,9709,1,070,070,5,99407,0,0,BD,Both,Non-System,NS-99407,Hemlock St, , , , ,50099407070,0.085166000000000,0.085166000000000,0.000000000000000,0.085166000000000,40001269070,50099405070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,449.672125606000009,46385,46385,9,131.805004634999989,0.262559669123000
507,9746,1,027,027,5,99401,0,0,BD,Both,Non-System,NS-99401,Sand Fiddler Cir, , , , ,50099401027,0.047593000000000,0.047593000000000,0.000000000000000,0.047593000000000,50099402027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,251.290368220000005,46385,46385,9,131.805004634999989,0.262559669123000
508,9750,1,027,027,5,99407,0,0,BD,Both,Non-System,NS-99407,Unnamed, , , , ,50099407027,0.043161000000000,0.086322000000000,0.000000000000000,0.043161000000000,50098980027,50099059027, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,227.872581647000004,46385,46385,9,131.805004634999989,0.262559669123000
509,9760,1,027,027,5,99402,0,0,BD,Both,Non-System,NS-99402,Sand Fiddler Cir, , , , ,50099402027,0.019243000000000,0.019243000000000,0.000000000000000,0.019243000000000,DEAD-END,50099401027, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,101.605008433999998,46385,46385,9,131.805004634999989,0.262559669123000
510,9804,1,070,070,5,99370,0,0,BD,Both,Non-System,NS-99370,Magnolia St, , , , ,50099370070,0.072720000000000,0.072720000000000,0.000000000000000,0.072720000000000,40001164070,50099405070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,383.954176766999979,46385,46385,9,131.805004634999989,0.262559669123000
511,9850,1,027,027,5,99383,0,0,BD,Both,Non-System,NS-99383,Spinnaker Arch, , , , ,50099383027,0.109048000000000,0.109048000000000,0.000000000000000,0.109048000000000,50099384027,50099442027, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,575.772033597000018,46385,46385,9,131.805004634999989,0.262559669123000
512,9873,1,070,070,5,99379,0,0,BD,Both,Non-System,NS-99379,Lexington Dr, , , , ,50099379070,0.058146000000000,0.058146000000000,0.000000000000000,0.058146000000000,50099300070,50099215070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,307.006951823000009,46385,46385,9,131.805004634999989,0.262559669123000
513,9890,1,027,027,5,99384,0,0,BD,Both,Non-System,NS-99384,Spinnaker Arch, , , , ,50099384027,0.013270000000000,0.013270000000000,0.000000000000000,0.013270000000000,50099383027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,70.066068283999996,46385,46385,9,131.805004634999989,0.262559669123000
514,9914,1,027,027,5,99378,0,0,BD,Both,Non-System,NS-99378,Young Rd, , , , ,50099378027,0.310374000000000,0.620748000000000,0.000000000000000,0.310374000000000,20000158027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,2, ,0, ,0, , ,0,, ,0,0,1638.663341180000089,46385,46385,9,131.805004634999989,0.262559669123000
515,9933,1,070,070,5,99381,0,0,BD,Both,Non-System,NS-99381,Laurel Ave, , , , ,50099381070,0.068277000000000,0.068277000000000,0.000000000000000,0.068277000000000,50099371070,50099392070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,360.500702676000003,46385,46385,9,131.805004634999989,0.262559669123000
516,9964,1,070,070,5,99389,0,0,BD,Both,Non-System,NS-99389,Jordan St, , , , ,50099389070,0.043245000000000,0.043245000000000,0.000000000000000,0.043245000000000,50099315070,50099465070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,228.327712537999986,46385,46385,9,131.805004634999989,0.262559669123000
517,9965,1,027,027,5,99394,0,0,BD,Both,Non-System,NS-99394,W Willet Ct, , , , ,50099394027,0.029179000000000,0.029179000000000,0.000000000000000,0.029179000000000,50099515027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,154.022054402000009,46385,46385,9,131.805004634999989,0.262559669123000
518,9970,1,070,070,5,99397,0,0,BD,Both,Non-System,NS-99397,Hunter St, , , , ,50099397070,0.063944000000000,0.063944000000000,0.000000000000000,0.063944000000000,50099214070,50099475070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,337.614266236999981,46385,46385,9,131.805004634999989,0.262559669123000
519,9979,1,027,027,5,99393,0,0,BD,Both,Non-System,NS-99393,W Plover Ct, , , , ,50099393027,0.053048000000000,0.053048000000000,0.000000000000000,0.053048000000000,50099515027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,280.088871045000019,46385,46385,9,131.805004634999989,0.262559669123000
520,10004,1,027,027,5,99395,0,0,BD,Both,Non-System,NS-99395,Tern Arch, , , , ,50099395027,0.097152000000000,0.097152000000000,0.000000000000000,0.097152000000000,DEAD-END,50099040027, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,512.961071489000005,46385,46385,9,131.805004634999989,0.262559669123000
521,10015,1,070,070,5,99410,0,0,BD,Both,Non-System,NS-99410,Harrier Ct, , , , ,50099410070,0.094204000000000,0.188408000000000,0.000000000000000,0.094204000000000,DEAD-END,50099319070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,497.347405024000011,46385,46385,9,131.805004634999989,0.262559669123000
522,10021,1,070,070,5,99409,0,0,BD,Both,Non-System,NS-99409,Harris Dr, , , , ,50099409070,0.069011000000000,0.069011000000000,0.000000000000000,0.069011000000000,50099325070,50099859070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,364.379317985000000,46385,46385,9,131.805004634999989,0.262559669123000
523,10038,1,070,070,5,99405,0,0,BD,Both,Non-System,NS-99405,Highland Ave, , , , ,50099405070,0.046409000000000,0.046409000000000,0.000000000000000,0.046409000000000,50099059070,50099364070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,245.041022335999997,46385,46385,9,131.805004634999989,0.262559669123000
524,10049,1,070,070,5,99406,0,0,BD,Both,Non-System,NS-99406,Herrington Rd, , ,A,2016,50099406070,0.033800000000000,0.033800000000000,0.000000000000000,0.033800000000000,40001269070,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,178.427216146000006,46385,46385,9,131.805004634999989,0.262559669123000
525,10052,1,027,027,5,99411,0,0,BD,Both,Non-System,NS-99411,Yaupon Ln, , , , ,50099411027,0.087246000000000,0.174492000000000,0.000000000000000,0.087246000000000,30000012027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,460.646003821000022,46385,46385,9,131.805004634999989,0.262559669123000
526,10053,1,027,027,5,99404,0,0,BD,Both,Non-System,NS-99404,Saltspray Cir, , , , ,50099404027,0.040348000000000,0.080696000000000,0.000000000000000,0.040348000000000,50099043027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,213.035324285000002,46385,46385,9,131.805004634999989,0.262559669123000
527,10063,1,027,027,5,99418,0,0,BD,Both,Non-System,NS-99418,Shell Dr, , , , ,50099418027,0.026728000000000,0.053456000000000,0.000000000000000,0.026728000000000,50099020027,50099320027, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,141.123793779000010,46385,46385,9,131.805004634999989,0.262559669123000
528,10078,1,070,070,5,99415,0,0,BD,Both,Non-System,NS-99415,Grove St, , , , ,50099415070,0.020224000000000,0.020224000000000,0.000000000000000,0.020224000000000,50099484070,50099517070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,106.781013852000001,46385,46385,9,131.805004634999989,0.262559669123000
529,10084,1,027,027,5,99417,0,0,BD,Both,Non-System,NS-99417,Mote Dr, , , , ,50099417027,0.046890000000000,0.093780000000000,0.000000000000000,0.046890000000000,40001186027,50099662027, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,247.579041291999999,46385,46385,9,131.805004634999989,0.262559669123000
530,10094,1,027,027,5,99422,0,0,BD,Both,Non-System,NS-99422,Reef Ln, , , , ,50099422027,0.037709000000000,0.075418000000000,0.000000000000000,0.037709000000000,50099419027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,198.729243986999990,46385,46385,9,131.805004634999989,0.262559669123000
531,10105,1,070,070,5,99413,0,0,BD,Both,Non-System,NS-99413,Harney St, , , , ,50099413070,0.058294000000000,0.058294000000000,0.000000000000000,0.058294000000000,50099079070,50099083070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,307.789118583000004,46385,46385,9,131.805004634999989,0.262559669123000
532,10125,1,070,070,5,99417,0,0,BD,Both,Non-System,NS-99417,Gregory St, , ,A,2016,50099417070,0.060638000000000,0.060638000000000,0.000000000000000,0.060638000000000,DEAD-END,20000017070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,320.160352930999977,46385,46385,9,131.805004634999989,0.262559669123000
533,10135,1,070,070,5,99419,0,0,BD,Both,Non-System,NS-99419,Grand View Dr, , , , ,50099419070,0.042851000000000,0.042851000000000,0.000000000000000,0.042851000000000,40001164070,50099804070, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,5,0111,Elizabeth City,0,,Urban Cluster,26686,3,226.250818882000004,46385,46385,9,131.805004634999989,0.262559669123000
534,10153,1,027,027,5,99420,0,0,BD,Both,Non-System,NS-99420,Seaward Ct, , , , ,50099420027,0.102072000000000,0.204144000000000,0.000000000000000,0.102072000000000,50099020027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,538.918502470000021,46385,46385,9,131.805004634999989,0.262559669123000
535,10155,1,027,027,5,99421,0,0,BD,Both,Non-System,NS-99421,Reef Ln, , , , ,50099421027,0.027656000000000,0.055312000000000,0.000000000000000,0.027656000000000,50099419027,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,146.001135110999996,46385,46385,9,131.805004634999989,0.262559669123000
