FID,FID_Divisi,Division,MaintCntyC,LocCntyCod,RouteClass,RouteNumbe,RouteQuali,RouteInven,Direction,TravelDire,RouteMaint,RouteName,StreetName,SrcDocType,SrcDocID,GeoDocType,GeoDocID,RouteID,MPLength,LaneMiles,BeginMp1,EndMp1,BeginFeatu,EndFeature,RouteID2,BeginMp2,EndMp2,RouteID3,BeginMp3,EndMp3,RouteID4,BeginMp4,EndMp4,RouteID5,BeginMp5,EndMp5,RouteID6,BeginMp6,EndMp6,AADT,AadtDate,AADTTruck,AadttMulti,AadttSingl,AccessCont,AddDate,AddDocID,AddDocType,BarePvmtRo,BaseDetail,BaseThickn,DesignSpd,FcltyType,FuncClass,FuncClassD,HOVLnCount,HOVType,ImprvDate,ImprvDocID,ImprvDocTy,ImprvType,LaneWidth,LftPvdShld,LftShldrTy,LftShldrWi,LftTrnLnTy,LftTrnLnWi,MaintOps,MedianType,MedianWidt,NHS,NHSDate,OwnerName,OwnerType,PeakLanes,PostedRout,ROW,RtPvdShldr,RtShldrTyp,RtShldrWid,RtTrnLnTyp,RtTrnLnWid,SampleID,SpeedLimit,MilitaryBa,STRAHNETDa,STRAHNETTy,SrfcDetail,SrfcThickn,SrfcType,SrfcWidth,TerrainTyp,ThruLaneCo,TollCharge,TollID,TollType,MunPopGrou,TownCode,TownName,TrkRoute,TrkRouteDa,UrbanType,UrbanID,UrbanPop,Shape_Leng,FID_NC_S1_,Id,gridcode,Shape_Le_1,Shape_Area
803,29310,3,065,065,5,96706,0,0,BD,Both,Non-System,NS-96706,Old Brick Rd, , , , ,50096706065,0.137640000000000,0.137640000000000,0.041994000000000,0.179634000000000,50094504065,40002316065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,0, , ,0,,Urbanized Area,95833,7,726.705014248999987,2814,2814,402,66.865110026599993,0.155582725578000
804,29369,3,065,065,5,97774,0,0,BD,Both,Non-System,NS-97774,Maryland Ave, , , , ,50097774065,0.047356000000000,0.047356000000000,0.041667000000000,0.089023000000000,50098678065,50098094065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,4,0308,Carolina Beach,0,,Urbanized Area,95833,7,250.011319982999993,2814,2814,402,66.865110026599993,0.155582725578000
805,29427,3,010,010,4,1242,0,0,BD,Both,System,SR-1242,Beach Dr SW,N, ,A,2012,40001242010,0.037557000000000,0.075114000000000,0.044008000000000,0.081565000000000,Pseudo,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1931 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,6, ,0,0,35,0,,0, ,0.000000000000000,AC_AC,18,1,2, ,0, ,3,0341,Sunset Beach,0,,Urbanized Area,60895,4,198.495404640000004,2814,2814,402,66.865110026599993,0.155582725578000
806,29439,3,010,010,5,96456,0,0,BD,Both,Non-System,NS-96456,Mary St SW, , , , ,50096456010,0.033206000000000,0.033206000000000,0.044073000000000,0.077279000000000,50096558010,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0,Miscellaneous,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,,Urbanized Area,60895,4,175.188365900000008,2814,2814,402,66.865110026599993,0.155582725578000
807,29475,3,065,065,5,99685,0,0,BD,Both,Non-System,NS-99685, , , , , ,50099685065,0.040538000000000,0.040538000000000,0.044796000000000,0.085334000000000,50096820065,50099984065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,8,0332,Wilmington,0,,Urbanized Area,95833,7,214.039113786999991,2814,2814,402,66.865110026599993,0.155582725578000
808,29486,3,065,065,5,99695,0,0,BD,Both,Non-System,NS-99695,Albright St, , , , ,50099695065,0.035179000000000,0.035179000000000,0.044448000000000,0.079627000000000,50093931065,50093292065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,2,0333,Wrightsville Beach,0,,Urbanized Area,95833,7,185.742480572999995,2814,2814,402,66.865110026599993,0.155582725578000
809,29504,3,065,065,5,92947,0,0,BD,Both,Non-System,NS-92947,Dugger Ln, , ,C,2018,50092947065,0.019460000000000,0.019460000000000,0.044714000000000,0.064174000000000,50092950065,50092951065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,8,0332,Wilmington,0,,Urbanized Area,95833,7,102.645312638999997,2814,2814,402,66.865110026599993,0.155582725578000
810,29505,3,071,071,5,99955,0,0,BD,Both,Non-System,NS-99955,Broadway St, , , , ,50099955071,0.031646000000000,0.063292000000000,0.045018000000000,0.076664000000000,50097067067,BC000067, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,3,0334,Surf City,0,, ,0,0,167.066314941999991,2814,2814,402,66.865110026599993,0.155582725578000
811,29507,3,065,065,5,99037,0,0,BD,Both,Non-System,NS-99037,Botsford Ct, , , , ,50099037065,0.068202000000000,0.068202000000000,0.044638000000000,0.112840000000000,50095813065,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,99,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,8,0332,Wilmington,0,,Urbanized Area,95833,7,359.962461259000008,2814,2814,402,66.865110026599993,0.155582725578000
812,29609,3,010,010,5,98749,0,0,BD,Both,Non-System,NS-98749,Cedar Landing Rd SW, , , , ,50098749010,0.094203000000000,0.094203000000000,0.042611000000000,0.136814000000000,50097175010,50098854010, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,1, ,0, ,0, , ,0,, ,0,0,497.385210719999975,2814,2814,402,66.865110026599993,0.155582725578000
813,29633,3,065,065,4,1970,0,0,BD,Both,System,SR-1970,Oyster Dr,N, ,A,2012,40001970065,0.074000000000000,0.148000000000000,0.044000000000000,0.118000000000000,40001971065,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/2004 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,0, ,0,0, ,0,0,, ,0,0, ,50,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,32,1,2, ,0, ,0, , ,0,,Urbanized Area,95833,7,390.440281140000025,2814,2814,402,66.865110026599993,0.155582725578000
814,29634,3,010,010,5,93621,0,0,BD,Both,Non-System,NS-93621,Widgeon Trl, , , , ,50093621010,0.022736000000000,0.045472000000000,0.043882000000000,0.066618000000000,50096226010,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0351,Bald Head Island,0,, ,0,0,120.043197804000002,2814,2814,402,66.865110026599993,0.155582725578000
815,29636,3,010,010,5,94549,0,0,BD,Both,Non-System,NS-94549,Schooner Dr, , ,A,2016,50094549010,0.002105000000000,0.002105000000000,0.043625000000000,0.045730000000000,Pseudo,50098407010, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,1,0337,Ocean Isle Beach,0,,Urbanized Area,60895,4,11.113783046800000,2814,2814,402,66.865110026599993,0.155582725578000
816,29641,3,065,065,4,1347,0,0,BD,Both,System,SR-1347,Flemington Rd,N, ,A,2012,40001347065,0.009000000000000,0.018000000000000,0.046000000000000,0.055000000000000,40001385065,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1985 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,6, ,0,0,35,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,,Urbanized Area,95833,7,47.471062329299997,2814,2814,402,66.865110026599993,0.155582725578000
817,29670,3,010,010,5,95643,0,0,BD,Both,Non-System,NS-95643,Oak Ridge St, , , , ,50095643010,0.043382000000000,0.043382000000000,0.045710000000000,0.089092000000000,50094715010,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,3,0324,Shallotte,0,,Urbanized Area,60895,4,228.984011667000004,2814,2814,402,66.865110026599993,0.155582725578000
818,29683,3,065,065,5,96735,0,0,BD,Both,Non-System,NS-96735,Northrop St, , , , ,50096735065,0.044301000000000,0.044301000000000,0.045383000000000,0.089684000000000,20000076065,50093931065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,2,0333,Wrightsville Beach,0,,Urbanized Area,95833,7,233.905421049000012,2814,2814,402,66.865110026599993,0.155582725578000
819,29684,3,010,010,5,94549,0,0,BD,Both,Non-System,NS-94549,Schooner Dr, , ,A,2016,50094549010,0.004685000000000,0.004685000000000,0.045730000000000,0.050415000000000,50098407010,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,1,0337,Ocean Isle Beach,0,,Urbanized Area,60895,4,24.736636240999999,2814,2814,402,66.865110026599993,0.155582725578000
820,29704,3,071,071,5,99051,0,0,BD,Both,Non-System,NS-99051,Goldsboro Av, , , , ,50099051071,0.049768000000000,0.099536000000000,0.045782000000000,0.095550000000000,50098939071,30400210071, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,3,0334,Surf City,0,, ,0,0,262.747151441000028,2814,2814,402,66.865110026599993,0.155582725578000
821,29743,3,065,065,5,98925,0,0,BD,Both,Non-System,NS-98925,Chadbourn St, , , , ,50098925065,0.047109000000000,0.047109000000000,0.043490000000000,0.090599000000000,50093979065,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,2,0333,Wrightsville Beach,0,,Urbanized Area,95833,7,248.655205636000005,2814,2814,402,66.865110026599993,0.155582725578000
822,29746,3,071,071,5,98419,0,0,BD,Both,Non-System,NS-98419,Pender Av, , , , ,50098419071,0.002706000000000,0.005412000000000,0.043929000000000,0.046635000000000,50098940071,50099598071, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,3,0334,Surf City,0,, ,0,0,14.287758088300000,2814,2814,402,66.865110026599993,0.155582725578000
823,29753,3,065,065,5,97941,0,0,BD,Both,Non-System,NS-97941,Island Marina Dr, , , , ,50097941065,0.030886000000000,0.061772000000000,0.043924000000000,0.074810000000000,50098402065,50094265065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,4,0308,Carolina Beach,0,,Urbanized Area,95833,7,163.082540410000007,2814,2814,402,66.865110026599993,0.155582725578000
824,29843,3,065,065,5,97835,0,0,BD,Both,Non-System,NS-97835,Live Oak Dr, , , , ,50097835065,0.049386000000000,0.049386000000000,0.045013000000000,0.094399000000000,50099621065,50097929065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,2,0333,Wrightsville Beach,0,,Urbanized Area,95833,7,260.756383684000014,2814,2814,402,66.865110026599993,0.155582725578000
825,29854,3,010,010,5,92894,0,0,BD,Both,Non-System,NS-92894,Bay Point Ln SE, , ,A,2020,50092894010,0.028947000000000,0.028947000000000,0.046418000000000,0.075365000000000,50099347010,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,152.812758534000011,2814,2814,402,66.865110026599993,0.155582725578000
826,29870,3,071,071,5,98935,0,0,BD,Both,Non-System,NS-98935,Neptune Pl, , , , ,50098935071,0.030768000000000,0.061536000000000,0.046506000000000,0.077274000000000,50099598071,30400210071, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,3,0334,Surf City,0,, ,0,0,162.450330949000005,2814,2814,402,66.865110026599993,0.155582725578000
827,29871,3,065,065,5,93972,0,0,BD,Both,Non-System,NS-93972,S River Vista Dr, , , , ,50093972065,0.135343000000000,0.135343000000000,0.046605000000000,0.181948000000000,50094362065,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,,Urbanized Area,95833,7,714.007974232000038,2814,2814,402,66.865110026599993,0.155582725578000
828,29958,3,071,071,5,98371,0,0,BD,Both,Non-System,NS-98371,S Oak Dr, , , , ,50098371071,0.057142000000000,0.114284000000000,0.047631000000000,0.104773000000000,50098608071,50098924071, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,3,0334,Surf City,0,, ,0,0,301.694535948000009,2814,2814,402,66.865110026599993,0.155582725578000
829,29984,3,065,065,5,93208,0,0,BD,Both,Non-System,NS-93208,Wright St, , , , ,50093208065,0.012093000000000,0.012093000000000,0.044305000000000,0.056398000000000,50093930065,50093291065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,2,0333,Wrightsville Beach,0,,Urbanized Area,95833,7,63.847421776399997,2814,2814,402,66.865110026599993,0.155582725578000
830,29993,3,065,065,2,17,0,0,NB,One-way,System,US-17, ,T,B-4990, , ,20000017065,0.048462000000000,0.096924000000000,0.044317000000000,0.092779000000000,Pseudo,Pseudo,20000076065,0.044317000000000,0.092779000000000,20400421065,8.206910000000001,8.255371999999999, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,56000,2020,4350,2120,2230,Full,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,0, ,2,,0, ,, , , ,0,0,Curb-Con,0, ,0,0,RPB,2,0,, ,0,0, ,0,2,Curb-Con,2, ,0,100540,45,0,,0, ,0.000000000000000,Bitum,27,1,2, ,0, ,0, , ,5,1/1/1911 0:00:00,Urbanized Area,95833,7,255.830829719999997,2814,2814,402,66.865110026599993,0.155582725578000
831,30008,3,010,010,5,94715,0,0,BD,Both,Non-System,NS-94715,Quail Cir, , , , ,50094715010,0.045391000000000,0.090782000000000,0.045762000000000,0.091153000000000,50095643010,50094714010, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,3,0324,Shallotte,0,,Urbanized Area,60895,4,239.646190593000000,2814,2814,402,66.865110026599993,0.155582725578000
832,30055,3,010,010,5,94568,0,0,BD,Both,Non-System,NS-94568,Sandspur Ln, , , , ,50094568010,0.044838000000000,0.089676000000000,0.047403000000000,0.092241000000000,50094576010,50094577010, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,1,0342,Holden Beach,0,, ,0,0,236.732863871999996,2814,2814,402,66.865110026599993,0.155582725578000
833,30058,3,010,010,5,93521,0,0,BD,Both,Non-System,NS-93521,PRIVATE, , , , ,50093521010,0.015130000000000,0.015130000000000,0.047624000000000,0.062754000000000,50093518010,50093517010, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,79.881137409900006,2814,2814,402,66.865110026599993,0.155582725578000
834,30068,3,010,010,5,94714,0,0,BD,Both,Non-System,NS-94714,Quail Cir, , , , ,50094714010,0.091856000000000,0.183712000000000,0.045478000000000,0.137334000000000,50095643010,50094715010, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,3,0324,Shallotte,0,,Urbanized Area,60895,4,484.957845650000024,2814,2814,402,66.865110026599993,0.155582725578000
835,30083,3,010,010,5,94610,0,0,BD,Both,Non-System,NS-94610,Ruddy Turnstone Ln SE, , ,C,2017,50094610010,0.065444000000000,0.065444000000000,0.045176000000000,0.110620000000000,50097019010,50099179010, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,345.543094129999986,2814,2814,402,66.865110026599993,0.155582725578000
836,30137,3,065,065,5,93764,0,0,BD,Both,Non-System,NS-93764,The Cape Blvd, , , , ,50093764065,0.039629000000000,0.039629000000000,0.048220000000000,0.087849000000000,50094389065,50097868065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,,Urbanized Area,95833,7,209.235608573000007,2814,2814,402,66.865110026599993,0.155582725578000
837,30148,3,010,010,5,93551,0,0,BD,Both,Non-System,NS-93551,Yacht Basin Dr, , , , ,50093551010,0.069647000000000,0.139294000000000,0.047821000000000,0.117468000000000,50093699010,50093711010, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,3,0325,Southport,0,, ,0,0,367.736925799999995,2814,2814,402,66.865110026599993,0.155582725578000
838,30156,3,065,065,5,93920,0,0,BD,Both,Non-System,NS-93920,Sea Water Ln, , , , ,50093920065,0.138570000000000,0.138570000000000,0.048515000000000,0.187085000000000,50096415065,20000074065, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,2,0333,Wrightsville Beach,0,,Urbanized Area,95833,7,731.638035907000017,1285,1285,402,0.000107797834062,0.000000000726273
