FID,FID_Divisi,Division,MaintCntyC,LocCntyCod,RouteClass,RouteNumbe,RouteQuali,RouteInven,Direction,TravelDire,RouteMaint,RouteName,StreetName,SrcDocType,SrcDocID,GeoDocType,GeoDocID,RouteID,MPLength,LaneMiles,BeginMp1,EndMp1,BeginFeatu,EndFeature,RouteID2,BeginMp2,EndMp2,RouteID3,BeginMp3,EndMp3,RouteID4,BeginMp4,EndMp4,RouteID5,BeginMp5,EndMp5,RouteID6,BeginMp6,EndMp6,AADT,AadtDate,AADTTruck,AadttMulti,AadttSingl,AccessCont,AddDate,AddDocID,AddDocType,BarePvmtRo,BaseDetail,BaseThickn,DesignSpd,FcltyType,FuncClass,FuncClassD,HOVLnCount,HOVType,ImprvDate,ImprvDocID,ImprvDocTy,ImprvType,LaneWidth,LftPvdShld,LftShldrTy,LftShldrWi,LftTrnLnTy,LftTrnLnWi,MaintOps,MedianType,MedianWidt,NHS,NHSDate,OwnerName,OwnerType,PeakLanes,PostedRout,ROW,RtPvdShldr,RtShldrTyp,RtShldrWid,RtTrnLnTyp,RtTrnLnWid,SampleID,SpeedLimit,MilitaryBa,STRAHNETDa,STRAHNETTy,SrfcDetail,SrfcThickn,SrfcType,SrfcWidth,TerrainTyp,ThruLaneCo,TollCharge,TollID,TollType,MunPopGrou,TownCode,TownName,TrkRoute,TrkRouteDa,UrbanType,UrbanID,UrbanPop,Shape_Leng,FID_NC_M1_,Id,gridcode,Shape_Le_1,Shape_Area
0,84442,1,094,094,5,99639,0,0,BD,Both,Non-System,NS-99639,Spruill Rd, , , , ,50099639094,0.157797000000000,0.315594000000000,0.792912000000000,0.950709000000000,40001312094,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Unpaved,0,1,2, ,0, ,0, , ,0,, ,0,0,833.159191795999959,59359,59359,1,220.687714478000004,0.240147358329000
1,1,2,007,007,2,264,9,0,BD,Both,System,US-264 BUS,W Main St,N, ,A,2010,29000264007,0.095934000000000,0.191868000000000,0.000000000000000,0.095934000000000,20000264007,50098794007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,3200,2020,264,64,200, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,0, ,5,,0, ,12/31/1984 0:00:00, , ,RS,0,0,Curb-Con,0, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,5, ,0,0,35,0,,0, ,0.000000000000000,Bitum,32,1,2, ,0, ,2,0210,Belhaven,0,, ,0,0,506.068728422999982,59359,59359,1,220.687714478000004,0.240147358329000
2,15,1,048,048,2,264,0,0,BD,Both,System,US-264,US 264 Hwy E,N, ,N, ,20000264048,0.323000000000000,0.646000000000000,0.000000000000000,0.323000000000000,BC000007,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,2300,2020,280,130,150, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,4,,0, ,12/31/1986 0:00:00, , ,RS,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,100,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,Bitum,22,1,2, ,0, ,0, , ,0,, ,0,0,1707.016147739999951,59359,59359,1,220.687714478000004,0.240147358329000
3,31,1,046,046,2,13,0,4,SB,One-way,System,US-13,US 13 South,T,R-2507A,A,2016,20400013046,0.090426000000000,0.180852000000000,0.000000000000000,0.090426000000000,BC000037,Pseudo,20600158046,0.000000000000000,0.090426000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , ,Partial,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,60, ,3,,0, ,12/5/2014 0:00:00,R-2507A,TIP,MI,12,6,Bitum,6, ,0,0,RPB,14,1,, ,0,0, ,160,6,Bitum,6, ,0,0,55,0,,1,S9.5C,3.000000000000000,AC_AC,36,1,2, ,0, ,0, , ,0,, ,0,0,475.331078379000019,59359,59359,1,220.687714478000004,0.240147358329000
4,57,1,008,008,2,17,0,4,SB,One-way,System,US-17,US 17 Hwy N,N, ,N, ,20400017008,0.684180000000000,1.368360000000000,0.000000000000000,0.684180000000000,BC000021,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , ,Full,12/31/2000 0:00:00, , ,Y, ,0.000000000000000,0, ,3,,0, ,, , , ,0,0, ,0, ,0,0,RPB,5,11,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,26,1,2, ,0, ,0, , ,5,1/6/1983 0:00:00, ,0,0,3610.696480560000055,59359,59359,1,220.687714478000004,0.240147358329000
5,105,1,058,058,2,13,0,4,SB,One-way,System,US-13,East Boulevard,N, ,N, ,20400013058,0.001995000000000,0.003990000000000,0.000000000000000,0.001995000000000,BC000008,Pseudo,20400017058,0.000000000000000,0.001995000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/1992 0:00:00, , ,RS,0,0, ,0, ,0,0,Grass,50,1,, ,0,0, ,120,2,Bitum,10, ,0,0,35,0,,1, ,0.000000000000000,Bitum,24,1,2, ,0, ,4,0140,Williamston,5,1/1/1911 0:00:00, ,0,0,10.173566764500000,59359,59359,1,220.687714478000004,0.240147358329000
6,114,1,094,094,2,64,0,0,EB,One-way,System,US-64,US Hwy 64 West,N, ,N, ,20000064094,0.030737000000000,0.061474000000000,0.000000000000000,0.030737000000000,BC000058,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,7800,2020,1360,850,510, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/1998 0:00:00, , ,RS,0,2,Bitum,12, ,0,0,SRPB,8,1,, ,0,0, ,80,2,Bitum,13, ,0,0,50,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,161.871524316999995,59359,59359,1,220.687714478000004,0.240147358329000
7,118,1,037,037,2,13,0,0,NB,One-way,System,US-13, ,T,R-2507A,A,2016,20000013037,0.120428000000000,0.240856000000000,0.000000000000000,0.120428000000000,BC000046,Pseudo,20000158037,0.000000000000000,0.120428000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,7300,2020,1620,1200,420,Partial,12/5/2014 0:00:00,R-2507A,Petition,Y, ,0.000000000000000,60, ,3,,0, ,12/5/2014 0:00:00,R-2507A,TIP,MA,12,4,Bitum,4, ,0,0,RPB,14,0,, ,0,0, ,160,6,Bitum,6, ,0,0,60,0,,0,S9.5C,3.000000000000000,Bitum,34,1,2, ,0, ,0, , ,0,, ,0,0,634.629042946000027,59359,59359,1,220.687714478000004,0.240147358329000
8,123,1,089,089,2,64,9,0,BD,Both,System,US-64 BUS,S Broad St,N, ,N, ,29000064089,0.090000000000000,0.180000000000000,0.000000000000000,0.090000000000000,20000064089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,1000,2020,58,5,53, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,5,,0, ,, , , ,0,0,Curb-Con,0, ,0,0, ,0,0,, ,0,0, ,0,0,Curb-Con,0, ,0,0,20,0,,0, ,0.000000000000000,Bitum,40,1,2, ,0, ,1,0107,Columbia,0,, ,0,0,462.909768432000021,59359,59359,1,220.687714478000004,0.240147358329000
9,126,1,058,058,2,64,0,6,WB,One-way,System,US-64,US Hwy 64,N, ,N, ,20600064058,0.030074000000000,0.060148000000000,0.000000000000000,0.030074000000000,BC000094,40001591058, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,69, ,3,,0, ,12/31/2004 0:00:00, , ,RS,0,0, ,0, ,0,0,Grass,15,1,, ,0,0, ,80,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,155.174039375000007,59359,59359,1,220.687714478000004,0.240147358329000
10,134,2,074,074,2,264,0,6, , ,System,US-264,US-264 WB,T,R-2250, , ,20600264074,0.007525000000000,0.015050000000000,0.000000000000000,0.007525000000000,BC000007,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/1992 0:00:00, , ,RS,0,0,Grass,0, ,0,0,Grass,12,1,, ,0,0, ,160,0,Grass,9, ,0,0,55,0,,0, ,0.000000000000000,Bitum,28,1,2, ,0, ,0, , ,5,1/6/1983 0:00:00, ,0,0,39.987412878999997,59359,59359,1,220.687714478000004,0.240147358329000
11,136,2,007,007,2,264,0,0,EB,One-way,System,US-264,US 264 Hwy W, , ,N, ,20000264007,0.091096000000000,0.182192000000000,0.000000000000000,0.091096000000000,BC000074,40001462007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,17000,2020,1690,700,990, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/1986 0:00:00, , ,MA,0,0, ,0, ,0,0,Grass,24,1,, ,0,0, ,160,0,Grass,9, ,0,0,60,0,,0, ,0.000000000000000,Bitum,28,1,2, ,0, ,0, , ,5,1/6/1983 0:00:00, ,0,0,496.292753279000010,59359,59359,1,220.687714478000004,0.240147358329000
12,152,1,021,021,2,17,0,0,NB,One-way,System,US-17,Ocean Hwy,N, ,A,2009,20000017021,0.714553000000000,1.429106000000000,0.000000000000000,0.714553000000000,BC000008,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,8900,2020,1860,880,980,Full,12/31/2000 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/2000 0:00:00, , ,NL,0,0,Curb-Con,0, ,0,0, ,0,11,, ,0,0, ,30,0,Curb-Con,0, ,0,0,70,0,,0, ,0.000000000000000,Bitum,30,1,2, ,0, ,0, , ,5,1/6/1983 0:00:00, ,0,0,3774.910811119999835,59359,59359,1,220.687714478000004,0.240147358329000
13,187,1,089,089,4,1102,0,0,BD,Both,System,SR-1102,Jones Rd,N, ,N, ,40001102089,0.490000000000000,0.980000000000000,0.000000000000000,0.490000000000000,30000094089,40001126089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1931 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Unpaved,12,1,2, ,0, ,0, , ,0,, ,0,0,2593.197261540000000,59359,59359,1,220.687714478000004,0.240147358329000
14,196,1,008,008,2,13,0,0,NB,One-way,System,US-13,US 13-17 Hwy S,T,R-5187,A,2016,20000013008,0.139694000000000,0.279388000000000,0.000000000000000,0.139694000000000,BC000058,Pseudo,20000017008,0.000000000000000,0.139694000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,10500,2020,1690,1050,640, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/1992 0:00:00, , ,MA,0,2,Bitum,12, ,0,0, ,0,1,, ,0,0, ,120,2,Bitum,12, ,0,0,55,0,,1, ,0.000000000000000,Bitum,48,1,2, ,0, ,0, , ,5,1/1/1911 0:00:00, ,0,0,737.548079778999977,59359,59359,1,220.687714478000004,0.240147358329000
15,213,1,008,008,3,45,0,0,BD,Both,System,NC-45,NC 45 Hwy S,T,B-5941,N, ,30000045008,0.124000000000000,0.248000000000000,0.000000000000000,0.124000000000000,BC000094,Pseudo,30000308008,0.000000000000000,0.124000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,3700,2020,900,650,250, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,5,,0, ,, , , ,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,656.213059553999983,59359,59359,1,220.687714478000004,0.240147358329000
16,238,1,021,021,3,32,0,0,BD,Both,System,NC-32,Haughton Rd,O,HTO_021_12-16,N, ,30000032021,1.514466000000000,3.028932000000000,0.000000000000000,1.514466000000000,BC000094,Pseudo,30000037021,0.000000000000000,1.514466000000000,30000094021,0.000000000000000,1.514466000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,3100,2020,370,230,140, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,5,,0, ,, , , ,0,0,Curb-Con,0, ,0,0, ,0,0,, ,0,0, ,60,0,Curb-Con,0, ,0,0,35,0,,0, ,0.000000000000000,JPCP,22,1,2, ,0, ,0, , ,0,, ,0,0,7997.232556070000101,59359,59359,1,220.687714478000004,0.240147358329000
17,248,2,007,007,3,45,0,0,BD,Both,System,NC-45,Grassy Ridge Rd,N, ,A,2020,30000045007,0.373351000000000,0.746702000000000,0.000000000000000,0.373351000000000,BC000048,50099948007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,1200,2020,290,180,110, ,12/31/1960 0:00:00, , ,Y, ,0.000000000000000,67, ,5,,0, ,12/31/1987 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,1985.865112689999933,59359,59359,1,220.687714478000004,0.240147358329000
18,257,1,089,089,3,94,0,0,BD,Both,System,NC-94,Hwy 94,N, ,N, ,30000094089,0.128094000000000,0.256188000000000,0.000000000000000,0.128094000000000,BC000048,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,500,2020,83,38,45, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,69, ,5,,0, ,12/31/1971 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,100,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,AC_AC,18,1,2, ,0, ,0, , ,0,, ,0,0,676.411884364999992,59359,59359,1,220.687714478000004,0.240147358329000
19,292,1,089,089,4,1100,0,0,BD,Both,System,SR-1100,Kilkenny Loop Rd,N, ,N, ,40001100089,0.370000000000000,0.740000000000000,0.000000000000000,0.370000000000000,30000094089,30000094089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1951 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1997 0:00:00, , ,IP,0,0,Grass,0, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,1967.535147710000047,59359,59359,1,220.687714478000004,0.240147358329000
20,419,1,089,089,4,1108,0,0,BD,Both,System,SR-1108,Bodwell Rd,N, ,N, ,40001108089,0.935708000000000,1.871416000000000,0.000000000000000,0.935708000000000,40001105089,50099996089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1971 0:00:00, , ,IP,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,4945.297601410000425,59359,59359,1,220.687714478000004,0.240147358329000
21,436,1,089,089,4,1105,0,0,BD,Both,System,SR-1105,Cross Landing Rd,N, ,N, ,40001105089,1.109673000000000,2.219346000000000,0.000000000000000,1.109673000000000,40001115089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1991 0:00:00, , ,RS,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,5859.010291259999576,59359,59359,1,220.687714478000004,0.240147358329000
22,484,1,089,089,4,1110,0,0,BD,Both,System,SR-1110,Old Columbia Rd,N, ,N, ,40001110089,1.090000000000000,2.180000000000000,0.000000000000000,1.090000000000000,20000064089,40001111089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,300,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/2005 0:00:00, , ,MI,0,0,Grass,0, ,0,0, ,0,0,, ,0,0,00-019,60,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,5762.564726939999673,59359,59359,1,220.687714478000004,0.240147358329000
23,509,1,089,089,4,1106,0,0,BD,Both,System,SR-1106,Bazemore Rd,N, ,N, ,40001106089,0.270000000000000,0.540000000000000,0.000000000000000,0.270000000000000,40001105089,40001107089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1950 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Unpaved,12,1,2, ,0, ,0, , ,0,, ,0,0,1451.629474679999930,59359,59359,1,220.687714478000004,0.240147358329000
24,547,2,007,007,5,98953,0,0,BD,Both,Non-System,NS-98953,Duck Creek Shores Rd, , , , ,50098953007,0.116782000000000,0.116782000000000,0.000000000000000,0.116782000000000,40001358007,50099569007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,99,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,616.602060482999946,59359,59359,1,220.687714478000004,0.240147358329000
25,578,1,089,089,4,1103,0,0,BD,Both,System,SR-1103,Burton Shell Rd,N, ,N, ,40001103089,1.631055000000000,3.262110000000000,0.000000000000000,1.631055000000000,30000094089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1931 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1998 0:00:00, , ,IP,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,8611.195033559999501,59359,59359,1,220.687714478000004,0.240147358329000
26,613,1,089,089,4,1101,0,0,BD,Both,System,SR-1101,Hunter Rd,N, ,N, ,40001101089,0.700000000000000,1.400000000000000,0.000000000000000,0.700000000000000,30000094089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1992 0:00:00, , ,IP,0,0,Grass,0, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,3694.937724519999847,59359,59359,1,220.687714478000004,0.240147358329000
27,634,1,089,089,4,1104,0,0,BD,Both,System,SR-1104,Newlands Rd,N, ,N, ,40001104089,0.901673000000000,1.803346000000000,0.000000000000000,0.901673000000000,30000094089,50099969089, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,90,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,AC_AC,16,1,2, ,0, ,0, , ,0,, ,0,0,4771.612733730000400,59359,59359,1,220.687714478000004,0.240147358329000
28,677,2,007,007,5,98952,0,0,BD,Both,Non-System,NS-98952,Duckview Trl, , , , ,50098952007,0.058721000000000,0.058721000000000,0.000000000000000,0.058721000000000,DEAD-END,50099470007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,0, , ,0,, ,0,0,310.042938396000011,59359,59359,1,220.687714478000004,0.240147358329000
29,742,2,007,007,5,98951,0,0,BD,Both,Non-System,NS-98951,Duke St, , , , ,50098951007,0.095491000000000,0.190982000000000,0.000000000000000,0.095491000000000,50098707007,50098831007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,4,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,2,0210,Belhaven,0,, ,0,0,504.190248648000022,59359,59359,1,220.687714478000004,0.240147358329000
30,906,2,007,007,5,98965,0,0,BD,Both,Non-System,NS-98965,Delta Dr, , , , ,50098965007,0.088395000000000,0.088395000000000,0.000000000000000,0.088395000000000,50098964007,50098964007, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000, ,0,1,0, ,0, ,0, , ,0,, ,0,0,466.669393119999995,59359,59359,1,220.687714478000004,0.240147358329000
31,955,1,089,089,4,1113,0,0,BD,Both,System,SR-1113,Bay Post Office Rd,N, ,N, ,40001113089,0.620373000000000,1.240746000000000,0.000000000000000,0.620373000000000,40001117089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,250,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1998 0:00:00, , ,RS,0,0,Grass,5, ,0,0, ,0,0,, ,0,0,00-019,0,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,3289.098988199999894,59359,59359,1,220.687714478000004,0.240147358329000
32,1026,1,089,089,4,1115,0,0,BD,Both,System,SR-1115,Chapel Hill Rd,N, ,N, ,40001115089,0.374229000000000,0.748458000000000,0.000000000000000,0.374229000000000,BC000094,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1988 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0,00-019,60,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,1990.933290189999980,59359,59359,1,220.687714478000004,0.240147358329000
33,1045,1,089,089,4,1111,0,0,BD,Both,System,SR-1111,Woodley Rd,N, ,N, ,40001111089,1.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,40001110089,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1932 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1994 0:00:00, , ,IP,0,0,Grass,0, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,5274.969005439999819,59359,59359,1,220.687714478000004,0.240147358329000
