FID,FID_Divisi,Division,MaintCntyC,LocCntyCod,RouteClass,RouteNumbe,RouteQuali,RouteInven,Direction,TravelDire,RouteMaint,RouteName,StreetName,SrcDocType,SrcDocID,GeoDocType,GeoDocID,RouteID,MPLength,LaneMiles,BeginMp1,EndMp1,BeginFeatu,EndFeature,RouteID2,BeginMp2,EndMp2,RouteID3,BeginMp3,EndMp3,RouteID4,BeginMp4,EndMp4,RouteID5,BeginMp5,EndMp5,RouteID6,BeginMp6,EndMp6,AADT,AadtDate,AADTTruck,AadttMulti,AadttSingl,AccessCont,AddDate,AddDocID,AddDocType,BarePvmtRo,BaseDetail,BaseThickn,DesignSpd,FcltyType,FuncClass,FuncClassD,HOVLnCount,HOVType,ImprvDate,ImprvDocID,ImprvDocTy,ImprvType,LaneWidth,LftPvdShld,LftShldrTy,LftShldrWi,LftTrnLnTy,LftTrnLnWi,MaintOps,MedianType,MedianWidt,NHS,NHSDate,OwnerName,OwnerType,PeakLanes,PostedRout,ROW,RtPvdShldr,RtShldrTyp,RtShldrWid,RtTrnLnTyp,RtTrnLnWid,SampleID,SpeedLimit,MilitaryBa,STRAHNETDa,STRAHNETTy,SrfcDetail,SrfcThickn,SrfcType,SrfcWidth,TerrainTyp,ThruLaneCo,TollCharge,TollID,TollType,MunPopGrou,TownCode,TownName,TrkRoute,TrkRouteDa,UrbanType,UrbanID,UrbanPop,Shape_Leng,FID_NC_M2_,Id,gridcode,Shape_Le_1,Shape_Area
0,21642,1,028,028,6,98007,0,0,BD,Both,Non-System,SA-98007,Panther Rd, , , , ,60098007028,0.714760000000000,1.429520000000000,0.000000000000000,0.714760000000000,60098008028,60098006028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,,Dare County Air Force Range,72,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000, ,0,1,2, ,0, ,0, , ,0,, ,0,0,3773.914794499999971,30886,30886,1,189.529020027000001,0.692616464252000
1,90878,1,048,048,4,1117,0,0,BD,Both,System,SR-1117,Gull Rock Rd,N, ,N, ,40001117048,2.205000000000000,4.410000000000000,1.200000000000000,3.405000000000000,Pseudo,40001118048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,150,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,Bitum,16,1,2, ,0, ,0, , ,0,, ,0,0,11642.863972200000717,30886,30886,1,189.529020027000001,0.692616464252000
2,111691,1,028,028,6,98034,0,0,BD,Both,Non-System,SA-98034,Jackson Rd, , , , ,60098034028,2.467516000000000,4.935032000000000,4.350418000000000,6.817934000000000,60098033028,60098037028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,,Dare County Air Force Range,72,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000, ,0,1,2, ,0, ,0, , ,0,, ,0,0,13028.483107000000018,30886,30886,1,189.529020027000001,0.692616464252000
3,140914,1,048,048,2,264,0,0,BD,Both,System,US-264,US 264 Hwy,N, ,N, ,20000264048,1.823637000000000,3.647274000000000,32.314003000000000,34.137639999999998,50099917048,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,1100,2020,123,25,98, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,68, ,4,,0, ,12/31/1986 0:00:00, , ,MI,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,9627.679664470000716,30886,30886,1,189.529020027000001,0.692616464252000
4,5,1,028,028,2,158,0,0,EB,One-way,System,US-158,Wright Memorial Bridge,N, ,A,2012,20000158028,1.277540000000000,2.555080000000000,0.000000000000000,1.277540000000000,BC000027,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,16000,2020,1340,380,960, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,70, ,4,,0, ,12/31/1997 0:00:00, , ,RS,0,0,Curb-Con,0, ,0,0, ,0,1,, ,0,0, ,180,0,Curb-Con,0, ,0,0,55,0,,0, ,0.000000000000000,AC_AC,28,1,2, ,0, ,0, , ,0,,Urban Cluster,44965,3,6745.685407590000068,30886,30886,1,189.529020027000001,0.692616464252000
5,48,1,028,028,3,12,0,0,BD,Both,System,NC-12, , , , , ,30000012028,0.112170000000000,0.224340000000000,0.000000000000000,0.112170000000000,DEAD-END,50099411028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,2100,2020,163,23,140, ,, , , , ,0.000000000000000,0, ,5,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,25,0,,0, ,3.000000000000000,AC_AC,0,1,2, ,0, ,0, , ,0,, ,0,0,592.316783163999958,30886,30886,1,189.529020027000001,0.692616464252000
6,108,1,028,028,2,64,2,0,BD,Both,System,US-64 BYP,Virginia Dare Memorial Bridge,N, ,A,2012,22000064028,0.059231000000000,0.236924000000000,0.000000000000000,0.059231000000000,20000064028,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,5100,2020,470,140,330,Partial,12/31/2003 0:00:00, , ,Y, ,0.000000000000000,65, ,3,,0, ,12/31/2003 0:00:00, , ,NL,0,4,Bitum,10, ,0,0, ,0,1,, ,0,0, ,160,4,Bitum,10, ,0,0,60,0,,0, ,0.000000000000000,Bitum,60,1,4, ,0, ,0, , ,0,,Urban Cluster,54199,3,311.519915685000001,30886,30886,1,189.529020027000001,0.692616464252000
7,109,1,048,048,3,94,0,0,BD,Both,System,NC-94,Main St,N, ,N, ,30000094048,0.040000000000000,0.080000000000000,0.000000000000000,0.040000000000000,30000045048,40001134048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,600,2020,64,13,51, ,12/31/1930 0:00:00, , ,Y, ,0.000000000000000,0, ,6,,0, ,12/31/1971 0:00:00, , ,RS,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,5, ,0,0,20,0,,0, ,0.000000000000000,AC_AC,20,1,2, ,0, ,0, , ,0,, ,0,0,226.803756380000010,30886,30886,1,189.529020027000001,0.692616464252000
8,153,1,048,048,3,12,0,0,BD,Both,System,NC-12, , , , , ,30000012048,0.029000000000000,0.058000000000000,0.000000000000000,0.029000000000000,30000045048,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,1100,2020,42,7,35, ,, , , , ,0.000000000000000,0, ,5,,0, ,1/1/1911 0:00:00, , , ,0,0, ,0, ,0,0, ,0,9,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,152.752191661000012,30886,30886,1,189.529020027000001,0.692616464252000
9,166,1,048,048,4,1100,0,0,BD,Both,System,SR-1100,Hill St,N, ,N, ,40001100048,0.247713000000000,0.495426000000000,0.000000000000000,0.247713000000000,20000264048,50099978048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,300,2020,0,0,0, ,12/31/1950 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1990 0:00:00, , ,RS,0,0,Grass,3, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,3, ,0,0,55,0,,0, ,0.000000000000000,Bitum,16,1,2, ,0, ,0, , ,0,, ,0,0,1285.427154389999941,30886,30886,1,189.529020027000001,0.692616464252000
10,173,1,028,028,3,345,0,0,BD,Both,System,NC-345,Mill Landing Rd,N, ,N, ,30000345028,0.031335000000000,0.062670000000000,0.000000000000000,0.031335000000000,40001141028,50098771028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,6000,2020,460,100,360, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,60, ,6,,0, ,12/31/1987 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,6, ,0,0,20,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,163.485813839000002,30886,30886,1,189.529020027000001,0.692616464252000
11,174,1,028,028,3,400,7,0,BD,Both,System,NC-400 CTR,Festival Park,N, ,N, ,37000400028,0.033176000000000,0.066352000000000,0.000000000000000,0.033176000000000,30000400028,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1983 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1983 0:00:00, , ,NR,0,0,Curb-Con,0, ,0,0, ,0,0,, ,0,0, ,60,0,Curb-Con,0, ,0,0,35,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,2,0126,Manteo,0,,Urban Cluster,54199,3,176.718525824000011,30886,30886,1,189.529020027000001,0.692616464252000
12,202,1,028,028,2,264,0,0,BD,Both,System,US-264,US 264 Hwy,N, ,N, ,20000264028,0.023321000000000,0.046642000000000,0.000000000000000,0.023321000000000,BC000048,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,450,2020,47,10,37, ,12/31/1901 0:00:00, , ,Y, ,0.000000000000000,60, ,4,,0, ,12/31/2001 0:00:00, , ,MI,0,4,Bitum,4, ,0,0, ,0,0,, ,0,0, ,60,4,Bitum,4, ,0,102344,55,0,,0, ,0.000000000000000,Bitum,22,1,2, ,0, ,0, , ,0,, ,0,0,123.139312390000001,30886,30886,1,189.529020027000001,0.692616464252000
13,220,1,048,048,3,45,0,0,BD,Both,System,NC-45,Irvin Garrish Hwy,O,HTO_47_05-13, , ,30000045048,0.010736000000000,0.021472000000000,0.000000000000000,0.010736000000000,30000012048,50099883048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,1100,2020,42,7,35, ,, , , , ,0.000000000000000,0, ,5,,0, ,1/1/1911 0:00:00, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,56.180765070100001,30886,30886,1,189.529020027000001,0.692616464252000
14,224,1,028,028,2,64,0,0,BD,Both,System,US-64,Alligator River Bridge,N, ,A,2012,20000064028,1.056000000000000,2.112000000000000,0.000000000000000,1.056000000000000,BC000089,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,4000,2020,410,190,220, ,12/31/1962 0:00:00, , ,Y, ,0.000000000000000,70, ,3,,0, ,12/31/1962 0:00:00, , ,NL,0,0,Grass,8, ,0,0, ,0,1,, ,0,0, ,80,0,Grass,8, ,0,0,55,0,,0, ,0.000000000000000,Bitum,24,1,2, ,0, ,0, , ,0,, ,0,0,5576.809300339999936,30886,30886,1,189.529020027000001,0.692616464252000
15,267,1,048,048,4,1105,0,0,BD,Both,System,SR-1105,Radar Rd,N, ,N, ,40001105048,0.088236000000000,0.176472000000000,0.000000000000000,0.088236000000000,40001103048,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1946 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1966 0:00:00, , ,IP,0,0,Grass,0, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,464.422372255000028,30886,30886,1,189.529020027000001,0.692616464252000
16,277,1,048,048,4,1101,0,0,BD,Both,System,SR-1101,Goshen Back Rd,N, ,N, ,40001101048,0.060000000000000,0.120000000000000,0.000000000000000,0.060000000000000,20000264048,40001102048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,300,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,6,,0, ,12/31/1990 0:00:00, , ,RS,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,5, ,0,0,35,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,337.272891517000005,30886,30886,1,189.529020027000001,0.692616464252000
17,321,1,028,028,4,1102,0,0,BD,Both,System,SR-1102,Lake Neighborhood Rd,N, ,N, ,40001102028,1.600000000000000,3.200000000000000,0.000000000000000,1.600000000000000,20000064028,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Unpaved,14,1,2, ,0, ,0, , ,0,, ,0,0,8448.301563259999966,30886,30886,1,189.529020027000001,0.692616464252000
18,339,1,048,048,4,1102,0,0,BD,Both,System,SR-1102,Silver Ln,N, ,N, ,40001102048,0.110000000000000,0.220000000000000,0.000000000000000,0.110000000000000,40001101048,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1950 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,3, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,3, ,0,0,55,0,,0, ,0.000000000000000,Bitum,16,1,2, ,0, ,0, , ,0,, ,0,0,563.731161860000043,30886,30886,1,189.529020027000001,0.692616464252000
19,341,1,028,028,4,1105,0,0,BD,Both,System,SR-1105,Shipyard Rd,N, ,A,2012,40001105028,0.035284000000000,0.070568000000000,0.000000000000000,0.035284000000000,20000064028,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,550,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/2003 0:00:00, , ,MI,0,4,Bitum,8, ,0,0, ,0,0,, ,0,0, ,0,4,Bitum,8, ,0,0,35,0,,0, ,0.000000000000000,Bitum,21,1,2, ,0, ,0, , ,0,,Urban Cluster,54199,3,186.418639611999993,30886,30886,1,189.529020027000001,0.692616464252000
20,363,1,028,028,4,1108,0,0,BD,Both,System,SR-1108,Ina Waterfield Rd,N, ,N, ,40001108028,0.170000000000000,0.340000000000000,0.000000000000000,0.170000000000000,20000064028,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1990 0:00:00, , ,IP,0,0,Grass,2, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,2, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,,Urban Cluster,54199,3,886.380236602999958,30886,30886,1,189.529020027000001,0.692616464252000
21,429,1,048,048,4,1116,0,0,BD,Both,System,SR-1116,Great Ditch Rd,N, ,N, ,40001116048,0.614000000000000,1.228000000000000,0.000000000000000,0.614000000000000,20000264048,40001115048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,300,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,6,,0, ,12/31/1982 0:00:00, , ,RS,0,0,Grass,4, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,4, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,3243.147079360000134,30886,30886,1,189.529020027000001,0.692616464252000
22,432,1,048,048,4,1107,0,0,BD,Both,System,SR-1107,Middle Creek Rd,N, ,N, ,40001107048,1.160000000000000,2.320000000000000,0.000000000000000,1.160000000000000,40001114048,40001111048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1938 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Unpaved,22,1,2, ,0, ,0, , ,0,, ,0,0,6100.550086489999558,30886,30886,1,189.529020027000001,0.692616464252000
23,465,1,048,048,4,1111,0,0,BD,Both,System,SR-1111,The High Rd,N, ,N, ,40001111048,1.080000000000000,2.160000000000000,0.000000000000000,1.080000000000000,40001108048,40001110048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1993 0:00:00, , ,IP,0,0,Grass,0, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,, ,0,0,5693.570412840000245,30886,30886,1,189.529020027000001,0.692616464252000
24,468,1,048,048,4,1112,0,0,BD,Both,System,SR-1112,Green Lawn Farm Rd,N, ,N, ,40001112048,0.500000000000000,1.000000000000000,0.000000000000000,0.500000000000000,40001110048,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1946 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Unpaved,25,1,2, ,0, ,0, , ,0,, ,0,0,2633.931669539999803,30886,30886,1,189.529020027000001,0.692616464252000
25,500,1,048,048,4,1109,0,0,BD,Both,System,SR-1109,Marsh Rd,N, ,N, ,40001109048,0.480000000000000,0.960000000000000,0.000000000000000,0.480000000000000,40001108048,DEAD-END, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1939 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/2008 0:00:00, , ,IP,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,2555.378535129999818,30886,30886,1,189.529020027000001,0.692616464252000
26,527,1,028,028,5,98938,0,0,BD,Both,Non-System,NS-98938,Weir Point Dr, , ,A,2016,50098938028,0.375104000000000,0.750208000000000,0.000000000000000,0.375104000000000,50099343028,50098925028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,2, ,0, ,0, , ,0,, ,0,0,1980.512569799999937,30886,30886,1,189.529020027000001,0.692616464252000
27,590,1,048,048,4,1103,0,0,BD,Both,System,SR-1103,Lazy Ln,N, ,N, ,40001103048,0.379300000000000,0.758600000000000,0.000000000000000,0.379300000000000,40001101048,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1988 0:00:00, , ,MI,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,AC_AC,20,1,2, ,0, ,0, , ,0,, ,0,0,2001.997358419999955,30886,30886,1,189.529020027000001,0.692616464252000
28,608,1,048,048,4,1104,0,0,BD,Both,System,SR-1104,Goshen Rd,N, ,N, ,40001104048,0.142000000000000,0.284000000000000,0.000000000000000,0.142000000000000,40001108048,Pseudo, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,100,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,6,,0, ,, , , ,0,0,Grass,5, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,5, ,0,0,55,0,,0, ,0.000000000000000,AC_AC,18,1,2, ,0, ,0, , ,0,, ,0,0,756.445254154000054,30886,30886,1,189.529020027000001,0.692616464252000
29,614,1,028,028,4,1103,0,0,BD,Both,System,SR-1103,Buffalo City Rd,N, ,A,2012,40001103028,0.139981000000000,0.279962000000000,0.000000000000000,0.139981000000000,20000064028,50098792028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,0,0, ,0,0, ,0, ,0,0,55,0,,0, ,0.000000000000000,Unpaved,16,1,2, ,0, ,0, , ,0,, ,0,0,738.949684228000024,30886,30886,1,189.529020027000001,0.692616464252000
30,915,1,028,028,5,98957,0,0,BD,Both,Non-System,NS-98957,No Name, , ,A,2016,50098957028,0.183607000000000,0.183607000000000,0.000000000000000,0.183607000000000,DEAD-END,50099811028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, , , , , , ,, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0, ,0, ,0,0, ,0,0,, ,98,0, ,0,0, ,0, ,0,0,0,0,,0, ,0.000000000000000,Bitum,0,1,1, ,0, ,0, , ,0,, ,0,0,969.307630356999994,30886,30886,1,189.529020027000001,0.692616464252000
31,929,1,048,048,4,1114,0,0,BD,Both,System,SR-1114,Farrow Fork Rd,N, ,N, ,40001114048,1.370000000000000,2.740000000000000,0.000000000000000,1.370000000000000,20000264048,40001107048, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,300,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,6, ,0,0,55,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,, ,0,0,7229.967664540000442,30886,30886,1,189.529020027000001,0.692616464252000
32,938,1,028,028,4,1110,0,0,BD,Both,System,SR-1110,Old Ferry Dock Rd,N, ,N, ,40001110028,0.290000000000000,0.580000000000000,0.000000000000000,0.290000000000000,20000064028,40001111028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,200,2020,0,0,0, ,12/31/1932 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,6, ,0,0,35,0,,0, ,0.000000000000000,Bitum,18,1,2, ,0, ,0, , ,0,,Urban Cluster,54199,3,1511.980180860000019,30886,30886,1,189.529020027000001,0.692616464252000
33,939,1,028,028,4,1111,0,0,BD,Both,System,SR-1111,Old Ferry Dock Rd,N, ,N, ,40001111028,0.192000000000000,0.384000000000000,0.000000000000000,0.192000000000000,40001110028,20000064028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,100,2020,0,0,0, ,12/31/1930 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,, , , ,0,0,Grass,4, ,0,0, ,0,0,, ,0,0, ,0,0,Grass,4, ,0,0,35,0,,0, ,0.000000000000000,AC_AC,20,1,2, ,0, ,0, , ,0,,Urban Cluster,54199,3,1016.282727789999967,30886,30886,1,189.529020027000001,0.692616464252000
34,953,1,028,028,4,1107,0,0,BD,Both,System,SR-1107,Old Manns Harbor Rd,N, ,N, ,40001107028,0.382595000000000,0.765190000000000,0.000000000000000,0.382595000000000,20000064028,50098857028, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,250,2020,0,0,0, ,12/31/1950 0:00:00, , , , ,0.000000000000000,0, ,7,,0, ,12/31/1993 0:00:00, , ,RS,0,0,Grass,6, ,0,0, ,0,0,, ,0,0, ,60,0,Grass,6, ,0,0,35,0,,0, ,0.000000000000000,Bitum,20,1,2, ,0, ,0, , ,0,,Urban Cluster,54199,3,2016.338646530000005,30886,30886,1,189.529020027000001,0.692616464252000
